Course,1251,1255,1259,1261,1265,1269,1271,1275,1279,1281,1285,1289,1291,1295,1299
CHE601,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
CHE602,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
CHE603,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
CHE612,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
CHE614,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
CHE620,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
CHE621,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
CHE625,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
CHE640,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
CHE641,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
CHE660,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
CHE651,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
CHE661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHE663,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
CHE698,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
