Course,1251,1255,1259,1261,1265,1269,1271,1275,1279,1281,1285,1289,1291,1295,1299
NANO600,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
NANO601,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
NANO602,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
NANO603,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
NANO604,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
NANO605**,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NANO606,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
NONO707**,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,
** course not offered,,,,,,,,,,,,,,,
